nativity,sex,group,year,ASDR_0,ASDR_1,ASDR_2,ASDR_3,ASDR_4,ASDR_5,ASDR_6,ASDR_7,ASDR_8,ASDR_9,ASDR_10,ASDR_11,ASDR_12,ASDR_13,ASDR_14,ASDR_15,ASDR_16,ASDR_17,ASDR_18,ASDR_19,ASDR_20,ASDR_21,ASDR_22,ASDR_23,ASDR_24,ASDR_25,ASDR_26,ASDR_27,ASDR_28,ASDR_29,ASDR_30,ASDR_31,ASDR_32,ASDR_33,ASDR_34,ASDR_35,ASDR_36,ASDR_37,ASDR_38,ASDR_39,ASDR_40,ASDR_41,ASDR_42,ASDR_43,ASDR_44,ASDR_45,ASDR_46,ASDR_47,ASDR_48,ASDR_49,ASDR_50,ASDR_51,ASDR_52,ASDR_53,ASDR_54,ASDR_55,ASDR_56,ASDR_57,ASDR_58,ASDR_59,ASDR_60,ASDR_61,ASDR_62,ASDR_63,ASDR_64,ASDR_65,ASDR_66,ASDR_67,ASDR_68,ASDR_69,ASDR_70,ASDR_71,ASDR_72,ASDR_73,ASDR_74,ASDR_75,ASDR_76,ASDR_77,ASDR_78,ASDR_79,ASDR_80,ASDR_81,ASDR_82,ASDR_83,ASDR_84,ASDR_85,ASDR_86,ASDR_87,ASDR_88,ASDR_89,ASDR_90,ASDR_91,ASDR_92,ASDR_93,ASDR_94,ASDR_95,ASDR_96,ASDR_97,ASDR_98,ASDR_99,ASDR_100
0,0,0,2017,0.005725,0.00029064,0.00024727,0.0002081,0.0001735,0.00014423,0.00012129,0.00010515,0.00009623,0.000095,0.00010206,0.00011815,0.00014395,0.00018004,0.00022655,0.00028278,0.0003469,0.00041634,0.00048799,0.00055846,0.00062477,0.0006846,0.00073665,0.00078104,0.00081903,0.00085223,0.00088227,0.00091044,0.00093801,0.00096613,0.00099589,0.00102825,0.00106399,0.00110397,0.00114894,0.00119962,0.00125696,0.00132268,0.00139912,0.00148854,0.00159297,0.00171457,0.00185522,0.00201704,0.00220229,0.00241282,0.00264898,0.0029105,0.0031969,0.00350748,0.00384112,0.00419757,0.00457639,0.00497803,0.005402,0.005848,0.006313,0.006797,0.0073,0.007827,0.008383,0.00898,0.009625,0.010332,0.011111,0.011976,0.012938,0.014008,0.015199,0.016524,0.017993,0.019621,0.021426,0.023434,0.025675,0.028184,0.031002,0.034174,0.037751,0.041788,0.04642,0.051583,0.057527,0.064289,0.071878,0.08028,0.08942,0.09949,0.11056,0.12269,0.13594,0.15038,0.16606,0.18303,0.2013,0.22091,0.24185,0.26409,0.28761,0.31233,0.38375
0,0,0,2018,0.005671,0.00028874,0.00024482,0.00020582,0.00017158,0.00014267,0.00012006,0.00010415,0.00009533,0.00009405,0.00010084,0.00011646,0.00014154,0.00017673,0.00022216,0.00027713,0.00033974,0.00040741,0.00047715,0.00054572,0.00061024,0.0006684,0.00071891,0.00076185,0.0007985,0.00083046,0.00085942,0.00088667,0.00091344,0.0009408,0.00096981,0.00100135,0.00103624,0.0010753,0.00111929,0.00116891,0.00122505,0.00128941,0.00136421,0.00145167,0.00155375,0.00167265,0.00181026,0.00196871,0.00215021,0.00235652,0.00258784,0.00284385,0.00312404,0.00342779,0.00375411,0.00410309,0.00447446,0.00486885,0.005286,0.005725,0.006183,0.00666,0.007155,0.007672,0.00822,0.008808,0.009446,0.010146,0.01092,0.011779,0.012735,0.013797,0.01498,0.016296,0.017755,0.019373,0.021167,0.023162,0.025388,0.027881,0.030682,0.033836,0.037395,0.041411,0.046044,0.051176,0.057084,0.063803,0.071344,0.07969,0.08878,0.0988,0.1098,0.12187,0.13506,0.14944,0.16505,0.18195,0.20016,0.2197,0.24057,0.26275,0.28621,0.31088,0.38254
0,0,0,2019,0.005618,0.00028685,0.0002424,0.00020355,0.00016968,0.00014112,0.00011884,0.00010316,0.00009445,0.0000931,0.00009964,0.00011479,0.00013918,0.00017347,0.00021785,0.0002716,0.00033272,0.00039868,0.00046655,0.00053327,0.00059604,0.00065259,0.00070159,0.00074314,0.00077849,0.00080924,0.00083716,0.00086352,0.00088951,0.00091614,0.0009444,0.00097516,0.00100922,0.00104738,0.00109041,0.00113898,0.00119396,0.00125698,0.00133018,0.00141572,0.0015155,0.00163176,0.0017664,0.00192154,0.00209936,0.00230154,0.00252811,0.00277873,0.00305285,0.00334991,0.00366907,0.00401074,0.0043748,0.00476207,0.005172,0.005605,0.006056,0.006525,0.007012,0.007521,0.00806,0.008639,0.00927,0.009964,0.010731,0.011585,0.012534,0.01359,0.014765,0.016071,0.017521,0.019128,0.020911,0.022893,0.025105,0.027581,0.030365,0.033502,0.037042,0.041038,0.045671,0.050773,0.056644,0.06332,0.070814,0.07911,0.08815,0.09811,0.10906,0.12106,0.13419,0.1485,0.16405,0.18088,0.19902,0.21849,0.2393,0.26142,0.28482,0.30944,0.38134
0,0,0,2020,0.005565,0.00028497,0.00024,0.00020132,0.0001678,0.00013958,0.00011762,0.00010218,0.00009357,0.00009217,0.00009845,0.00011314,0.00013685,0.00017028,0.00021363,0.00026618,0.00032585,0.00039012,0.00045619,0.00052111,0.00058218,0.00063715,0.0006847,0.00072489,0.00075898,0.00078856,0.00081548,0.00084097,0.00086622,0.00089212,0.00091966,0.00094966,0.0009829,0.00102019,0.00106227,0.00110982,0.00116365,0.00122536,0.001297,0.00138066,0.00147819,0.00159187,0.00172359,0.0018755,0.00204971,0.00224785,0.00246976,0.0027151,0.00298327,0.00327381,0.00358596,0.00392046,0.00427737,0.00465763,0.005061,0.005487,0.005932,0.006393,0.006873,0.007373,0.007902,0.008473,0.009097,0.009784,0.010547,0.011395,0.012337,0.013385,0.014552,0.015849,0.01729,0.018886,0.020658,0.022628,0.024825,0.027285,0.030052,0.033171,0.036692,0.040668,0.045301,0.050373,0.056208,0.062841,0.070287,0.07853,0.08752,0.09742,0.10832,0.12026,0.13333,0.14757,0.16305,0.17981,0.19788,0.21729,0.23803,0.2601,0.28344,0.30801,0.38014
0,0,0,2021,0.005513,0.00028311,0.00023763,0.0001991,0.00016594,0.00013807,0.00011643,0.00010121,0.0000927,0.00009124,0.00009728,0.00011152,0.00013457,0.00016714,0.00020948,0.00026086,0.00031913,0.00038176,0.00044606,0.00050922,0.00056864,0.00062207,0.00066821,0.00070708,0.00073995,0.00076842,0.00079436,0.00081902,0.00084353,0.00086874,0.00089557,0.00092482,0.00095726,0.0009937,0.00103486,0.0010814,0.00113412,0.00119453,0.00126465,0.00134646,0.0014418,0.00155296,0.00168182,0.00183056,0.00200124,0.0021954,0.00241276,0.00265292,0.00291529,0.00319943,0.00350473,0.00383222,0.0041821,0.00455548,0.004952,0.005372,0.00581,0.006264,0.006736,0.007228,0.007748,0.008311,0.008927,0.009609,0.010365,0.011207,0.012143,0.013184,0.014343,0.015631,0.017061,0.018648,0.020408,0.022365,0.024548,0.026992,0.029741,0.032843,0.036346,0.040301,0.044934,0.049976,0.055774,0.062366,0.069765,0.07796,0.08689,0.09674,0.10758,0.11946,0.13247,0.14665,0.16206,0.17875,0.19676,0.2161,0.23677,0.25878,0.28207,0.30658,0.37894
0,0,0,2022,0.005462,0.00028126,0.00023528,0.00019692,0.0001641,0.00013657,0.00011524,0.00010025,0.00009184,0.00009033,0.00009612,0.00010992,0.00013232,0.00016406,0.00020542,0.00025565,0.00031254,0.00037357,0.00043615,0.00049761,0.00055541,0.00060735,0.00065212,0.00068971,0.00072141,0.00074878,0.00077379,0.00079763,0.00082143,0.00084596,0.00087211,0.00090063,0.0009323,0.0009679,0.00100816,0.00105372,0.00110533,0.00116449,0.0012331,0.00131312,0.0014063,0.00151499,0.00164107,0.0017867,0.00195391,0.00214418,0.00235708,0.00259217,0.00284885,0.00312674,0.00342534,0.00374596,0.00408896,0.00445557,0.004846,0.005259,0.00569,0.006138,0.006602,0.007086,0.007597,0.008152,0.008761,0.009436,0.010186,0.011023,0.011952,0.012986,0.014136,0.015415,0.016836,0.018412,0.020161,0.022106,0.024274,0.026702,0.029434,0.032518,0.036002,0.039938,0.04457,0.049582,0.055345,0.061894,0.069246,0.07739,0.08627,0.09607,0.10685,0.11867,0.13161,0.14573,0.16107,0.1777,0.19564,0.21491,0.23552,0.25746,0.2807,0.30516,0.37774
0,0,0,2023,0.005411,0.00027942,0.00023295,0.00019475,0.00016228,0.00013508,0.00011407,0.0000993,0.00009098,0.00008942,0.00009498,0.00010835,0.00013011,0.00016104,0.00020144,0.00025054,0.00030608,0.00036556,0.00042646,0.00048626,0.00054249,0.00059298,0.00063641,0.00067277,0.00070333,0.00072965,0.00075374,0.00077681,0.00079992,0.00082379,0.00084927,0.00087708,0.00090798,0.00094277,0.00098214,0.00102674,0.00107727,0.00113519,0.00120234,0.00128059,0.00137168,0.00147795,0.0016013,0.00174389,0.0019077,0.00209416,0.00230268,0.00253281,0.00278392,0.0030557,0.00334775,0.00366165,0.00399788,0.00435785,0.004741,0.005148,0.005573,0.006014,0.006471,0.006946,0.007449,0.007996,0.008598,0.009266,0.010011,0.010841,0.011764,0.012791,0.013933,0.015203,0.016614,0.018179,0.019917,0.021849,0.024003,0.026415,0.02913,0.032197,0.035663,0.039578,0.044209,0.049192,0.054918,0.061426,0.068732,0.07683,0.08566,0.0954,0.10612,0.11788,0.13076,0.14481,0.16009,0.17665,0.19452,0.21373,0.23428,0.25616,0.27933,0.30375,0.37655
0,0,0,2024,0.00536,0.0002776,0.00023064,0.00019261,0.00016048,0.00013362,0.0001129,0.00009835,0.00009013,0.00008852,0.00009385,0.0001068,0.00012793,0.00015808,0.00019753,0.00024554,0.00029976,0.00035772,0.00041699,0.00047517,0.00052988,0.00057895,0.00062109,0.00065625,0.0006857,0.00071101,0.00073422,0.00075653,0.00077897,0.00080219,0.00082702,0.00085414,0.0008843,0.00091829,0.0009568,0.00100045,0.00104993,0.00110664,0.00117235,0.00124888,0.00133791,0.00144182,0.00156249,0.0017021,0.00186258,0.0020453,0.00224953,0.00247481,0.00272048,0.00298628,0.00327192,0.00357923,0.00390884,0.00426227,0.004639,0.00504,0.005458,0.005893,0.006342,0.00681,0.007304,0.007843,0.008437,0.0091,0.009838,0.010663,0.011579,0.012598,0.013732,0.014993,0.016395,0.01795,0.019677,0.021596,0.023736,0.026131,0.028829,0.031878,0.035326,0.039221,0.043851,0.048804,0.054495,0.060962,0.068221,0.07627,0.08505,0.09473,0.1054,0.1171,0.12992,0.1439,0.15912,0.17561,0.19341,0.21255,0.23304,0.25486,0.27798,0.30234,0.37536
0,0,0,2025,0.00531,0.00027578,0.00022836,0.00019049,0.0001587,0.00013216,0.00011175,0.00009742,0.0000893,0.00008763,0.00009273,0.00010526,0.0001258,0.00015517,0.0001937,0.00024064,0.00029358,0.00035004,0.00040773,0.00046433,0.00051755,0.00056526,0.00060613,0.00064013,0.00066851,0.00069285,0.00071521,0.00073678,0.00075856,0.00078116,0.00080536,0.0008318,0.00086124,0.00089445,0.00093211,0.00097483,0.00102328,0.0010788,0.00114311,0.00121795,0.00130497,0.00140658,0.00152463,0.00166132,0.00181853,0.00199758,0.00219761,0.00241813,0.00265848,0.00291843,0.0031978,0.00349866,0.00382178,0.0041688,0.00454,0.004934,0.005346,0.005774,0.006216,0.006676,0.007162,0.007692,0.00828,0.008936,0.009669,0.010487,0.011397,0.012409,0.013534,0.014786,0.016178,0.017723,0.019438,0.021345,0.023471,0.02585,0.028532,0.031563,0.034992,0.038867,0.043496,0.04842,0.054075,0.060501,0.067714,0.07571,0.08444,0.09407,0.10468,0.11633,0.12908,0.143,0.15815,0.17457,0.19231,0.21139,0.23181,0.25357,0.27663,0.30094,0.37418
0,0,0,2026,0.005261,0.00027398,0.0002261,0.0001884,0.00015694,0.00013073,0.00011062,0.00009649,0.00008847,0.00008675,0.00009162,0.00010376,0.00012369,0.00015231,0.00018995,0.00023583,0.00028751,0.00034254,0.00039868,0.00045374,0.00050551,0.00055188,0.00059153,0.0006244,0.00065176,0.00067515,0.00069668,0.00071754,0.0007387,0.00076068,0.00078426,0.00081004,0.00083878,0.00087122,0.00090806,0.00094987,0.00099731,0.00105167,0.00111459,0.00118778,0.00127285,0.00137219,0.00148768,0.00162151,0.00177553,0.00195098,0.00214689,0.00236276,0.0025979,0.00285213,0.00312536,0.00341992,0.00373666,0.00407737,0.004442,0.00483,0.005236,0.005657,0.006092,0.006544,0.007022,0.007545,0.008126,0.008775,0.009502,0.010315,0.011218,0.012222,0.01334,0.014583,0.015964,0.017499,0.019203,0.021098,0.023209,0.025572,0.028237,0.031251,0.034662,0.038517,0.043144,0.048038,0.053658,0.060043,0.067211,0.07516,0.08384,0.09342,0.10397,0.11555,0.12824,0.1421,0.15719,0.17355,0.19122,0.21023,0.23058,0.25228,0.27528,0.29954,0.373
0,0,0,2027,0.005211,0.00027219,0.00022386,0.00018633,0.00015521,0.00012931,0.00010949,0.00009558,0.00008764,0.00008588,0.00009053,0.00010227,0.00012163,0.00014951,0.00018626,0.00023112,0.00028158,0.00033519,0.00038982,0.00044339,0.00049376,0.00053882,0.00057729,0.00060907,0.00063542,0.0006579,0.00067864,0.00069881,0.00071935,0.00074074,0.00076372,0.00078885,0.0008169,0.0008486,0.00088463,0.00092555,0.00097199,0.00102521,0.00108679,0.00115837,0.00124151,0.00133864,0.00145163,0.00158266,0.00173354,0.00190546,0.00209734,0.00230865,0.00253869,0.00278733,0.00305457,0.00334294,0.00365344,0.00398794,0.004346,0.004729,0.005128,0.005543,0.005971,0.006415,0.006885,0.0074,0.007974,0.008617,0.009339,0.010145,0.011042,0.012039,0.013148,0.014382,0.015754,0.017278,0.018971,0.020853,0.02295,0.025297,0.027946,0.030942,0.034335,0.03817,0.042794,0.04766,0.053245,0.059589,0.066711,0.07461,0.08324,0.09277,0.10326,0.11479,0.12742,0.14121,0.15623,0.17252,0.19013,0.20907,0.22937,0.251,0.27395,0.29816,0.37182
0,0,0,2028,0.005163,0.00027041,0.00022165,0.00018428,0.00015349,0.0001279,0.00010837,0.00009467,0.00008683,0.00008502,0.00008946,0.0001008,0.00011959,0.00014675,0.00018265,0.00022651,0.00027576,0.000328,0.00038116,0.00043327,0.00048227,0.00052608,0.00056338,0.00059411,0.00061949,0.00064109,0.00066106,0.00068057,0.00070051,0.00072133,0.00074371,0.00076822,0.00079559,0.00082657,0.0008618,0.00090186,0.00094732,0.00099942,0.00105968,0.00112968,0.00121095,0.00130592,0.00141645,0.00154473,0.00169254,0.00186101,0.00204894,0.00225578,0.00248083,0.002724,0.00298537,0.00326769,0.00357207,0.00390048,0.004253,0.004629,0.005023,0.005431,0.005852,0.006289,0.006751,0.007259,0.007825,0.008463,0.009178,0.009978,0.010868,0.011858,0.012958,0.014183,0.015546,0.017059,0.018742,0.020611,0.022694,0.025026,0.027657,0.030636,0.034011,0.037826,0.042448,0.047284,0.052835,0.059138,0.066215,0.07406,0.08265,0.09212,0.10256,0.11403,0.12659,0.14033,0.15528,0.17151,0.18904,0.20792,0.22815,0.24973,0.27262,0.29677,0.37065
0,0,0,2029,0.005114,0.00026864,0.00021945,0.00018225,0.00015178,0.00012651,0.00010727,0.00009377,0.00008602,0.00008416,0.00008839,0.00009936,0.0001176,0.00014405,0.00017911,0.00022198,0.00027007,0.00032096,0.0003727,0.00042339,0.00047105,0.00051363,0.00054982,0.00057951,0.00060397,0.00062471,0.00064394,0.0006628,0.00068216,0.00070242,0.00072423,0.00074813,0.00077484,0.00080511,0.00083956,0.00087877,0.00092328,0.00097428,0.00103324,0.0011017,0.00118113,0.00127399,0.00138213,0.00150772,0.00165251,0.00181759,0.00200165,0.00220413,0.0024243,0.00266212,0.00291775,0.00319414,0.00349251,0.00381494,0.004162,0.004532,0.004919,0.005321,0.005736,0.006165,0.006619,0.00712,0.007679,0.00831,0.009019,0.009814,0.010697,0.011679,0.012772,0.013988,0.01534,0.016844,0.018515,0.020372,0.022441,0.024757,0.027371,0.030334,0.03369,0.037485,0.042104,0.046912,0.052428,0.058691,0.065723,0.07352,0.08206,0.09148,0.10186,0.11327,0.12578,0.13945,0.15433,0.1705,0.18797,0.20678,0.22695,0.24846,0.27129,0.2954,0.36948
0,0,0,2030,0.005067,0.00026688,0.00021728,0.00018025,0.0001501,0.00012514,0.00010618,0.00009288,0.00008522,0.00008332,0.00008734,0.00009793,0.00011563,0.0001414,0.00017564,0.00021755,0.00026449,0.00031408,0.00036442,0.00041373,0.0004601,0.00050148,0.00053657,0.00056528,0.00058883,0.00060875,0.00062726,0.00064549,0.00066429,0.000684,0.00070526,0.00072856,0.00075464,0.00078421,0.0008179,0.00085627,0.00089984,0.00094978,0.00100747,0.00107442,0.00115206,0.00124285,0.00134863,0.0014716,0.00161343,0.00177518,0.00195545,0.00215365,0.00236905,0.00260163,0.00285165,0.00312225,0.00341472,0.00373127,0.004072,0.004437,0.004818,0.005214,0.005621,0.006044,0.00649,0.006983,0.007536,0.008161,0.008864,0.009652,0.010529,0.011504,0.012588,0.013795,0.015138,0.016631,0.018291,0.020136,0.02219,0.024491,0.027089,0.030034,0.033372,0.037147,0.041763,0.046542,0.052024,0.058247,0.065235,0.07299,0.08147,0.09084,0.10117,0.11252,0.12496,0.13857,0.1534,0.16949,0.1869,0.20565,0.22575,0.2472,0.26998,0.29403,0.36832
0,0,0,2031,0.005019,0.00026514,0.00021513,0.00017827,0.00014844,0.00012378,0.0001051,0.00009199,0.00008443,0.00008248,0.0000863,0.00009653,0.0001137,0.00013879,0.00017223,0.0002132,0.00025903,0.00030734,0.00035633,0.0004043,0.00044939,0.00048961,0.00052365,0.00055139,0.00057407,0.0005932,0.00061102,0.00062864,0.00064689,0.00066607,0.00068678,0.00070951,0.00073495,0.00076384,0.00079679,0.00083434,0.000877,0.00092588,0.00098234,0.00104781,0.00112369,0.00121246,0.00131595,0.00143633,0.00157527,0.00173377,0.00191032,0.00210433,0.00231506,0.00254253,0.00278706,0.00305197,0.00333867,0.00364943,0.003984,0.004343,0.004719,0.005109,0.00551,0.005925,0.006364,0.006849,0.007396,0.008014,0.008711,0.009494,0.010364,0.011331,0.012407,0.013605,0.014938,0.016421,0.01807,0.019902,0.021943,0.024227,0.026809,0.029737,0.033056,0.036812,0.041424,0.046175,0.051623,0.057807,0.06475,0.07246,0.08089,0.09021,0.10048,0.11177,0.12416,0.1377,0.15246,0.16849,0.18583,0.20452,0.22456,0.24595,0.26867,0.29267,0.36716
0,0,0,2032,0.004972,0.00026341,0.000213,0.00017631,0.00014679,0.00012243,0.00010402,0.00009112,0.00008364,0.00008165,0.00008527,0.00009515,0.0001118,0.00013624,0.00016889,0.00020895,0.00025369,0.00030075,0.00034841,0.00039507,0.00043894,0.00047803,0.00051104,0.00053785,0.00055968,0.00057804,0.00059519,0.00061223,0.00062995,0.00064861,0.00066879,0.00069095,0.00071579,0.00074401,0.00077623,0.00081298,0.00085474,0.00090259,0.00095783,0.00102186,0.00109603,0.00118282,0.00128406,0.00140192,0.00153802,0.00169332,0.00186623,0.00205614,0.0022623,0.00248476,0.00272393,0.00298328,0.00326431,0.0035694,0.003899,0.004252,0.004622,0.005005,0.0054,0.005808,0.00624,0.006718,0.007258,0.00787,0.008561,0.009337,0.010201,0.01116,0.012228,0.013417,0.014741,0.016213,0.017851,0.019671,0.021698,0.023967,0.026532,0.029443,0.032744,0.03648,0.041089,0.045811,0.051225,0.057369,0.064268,0.07193,0.08031,0.08958,0.09979,0.11103,0.12336,0.13684,0.15153,0.1675,0.18478,0.20339,0.22337,0.2447,0.26736,0.29131,0.366
0,0,0,2033,0.004926,0.00026169,0.00021089,0.00017437,0.00014517,0.0001211,0.00010296,0.00009025,0.00008286,0.00008083,0.00008425,0.00009378,0.00010993,0.00013373,0.00016562,0.00020477,0.00024845,0.0002943,0.00034067,0.00038606,0.00042873,0.00046672,0.00049873,0.00052464,0.00054565,0.00056327,0.00057978,0.00059625,0.00061345,0.00063161,0.00065127,0.00067288,0.00069712,0.00072469,0.0007562,0.00079216,0.00083305,0.00087989,0.00093394,0.00099655,0.00106905,0.00115391,0.00125295,0.00136833,0.00150165,0.00165381,0.00182316,0.00200906,0.00221074,0.00242831,0.00266222,0.00291613,0.00319161,0.00349111,0.003815,0.004163,0.004527,0.004904,0.005292,0.005694,0.006118,0.00659,0.007123,0.007729,0.008414,0.009184,0.01004,0.010993,0.012052,0.013232,0.014546,0.016008,0.017635,0.019443,0.021456,0.023709,0.026258,0.029152,0.032435,0.036151,0.040756,0.04545,0.05083,0.056935,0.063791,0.0714,0.07974,0.08895,0.09911,0.11029,0.12256,0.13598,0.15061,0.16651,0.18372,0.20228,0.22219,0.24346,0.26606,0.28996,0.36485
0,0,0,2034,0.00488,0.00025997,0.00020881,0.00017246,0.00014356,0.00011979,0.00010192,0.0000894,0.00008209,0.00008002,0.00008325,0.00009244,0.00010809,0.00013127,0.0001624,0.00020068,0.00024332,0.00028799,0.00033311,0.00037726,0.00041876,0.00045567,0.00048672,0.00051175,0.00053198,0.00054888,0.00056476,0.00058068,0.00059738,0.00061505,0.00063421,0.00065528,0.00067894,0.00070588,0.00073669,0.00077188,0.0008119,0.00085776,0.00091064,0.00097187,0.00104273,0.0011257,0.00122258,0.00133554,0.00146613,0.00161523,0.00178108,0.00196305,0.00216036,0.00237314,0.00260192,0.00285049,0.00312052,0.00341455,0.003733,0.004075,0.004434,0.004805,0.005187,0.005582,0.005999,0.006463,0.00699,0.00759,0.008269,0.009033,0.009883,0.010827,0.011879,0.01305,0.014354,0.015806,0.017422,0.019217,0.021217,0.023455,0.025987,0.028864,0.032129,0.035825,0.040426,0.045092,0.050438,0.056505,0.063317,0.07088,0.07917,0.08833,0.09844,0.10956,0.12177,0.13513,0.1497,0.16553,0.18268,0.20117,0.22102,0.24222,0.26477,0.28862,0.36369
0,0,0,2035,0.004834,0.00025828,0.00020674,0.00017056,0.00014197,0.00011849,0.00010088,0.00008855,0.00008133,0.00007922,0.00008226,0.00009111,0.00010629,0.00012885,0.00015926,0.00019668,0.00023829,0.00028181,0.00032571,0.00036865,0.00040902,0.00044489,0.000475,0.00049918,0.00051864,0.00053486,0.00055013,0.00056552,0.00058173,0.00059893,0.0006176,0.00063814,0.00066123,0.00068755,0.00071768,0.00075212,0.00079129,0.00083618,0.00088793,0.0009478,0.00101706,0.00109818,0.00119296,0.00130354,0.00143146,0.00157754,0.00173998,0.0019181,0.00211113,0.00231923,0.00254298,0.00278633,0.00305102,0.00333966,0.003653,0.003989,0.004342,0.004708,0.005084,0.005472,0.005882,0.006339,0.006859,0.007453,0.008126,0.008884,0.009727,0.010664,0.011708,0.01287,0.014165,0.015606,0.017211,0.018995,0.02098,0.023203,0.025719,0.028578,0.031826,0.035502,0.040098,0.044737,0.05005,0.056077,0.062846,0.07036,0.0786,0.08772,0.09777,0.10884,0.12098,0.13428,0.14878,0.16455,0.18164,0.20006,0.21985,0.241,0.26349,0.28728,0.36255
0,0,0,2036,0.004789,0.00025659,0.0002047,0.00016869,0.00014039,0.0001172,0.00009985,0.0000877,0.00008057,0.00007842,0.00008128,0.00008981,0.00010451,0.00012648,0.00015617,0.00019275,0.00023337,0.00027577,0.00031847,0.00036024,0.00039951,0.00043437,0.00046356,0.00048692,0.00050565,0.00052119,0.00053588,0.00055075,0.0005665,0.00058323,0.00060142,0.00062145,0.00064398,0.0006697,0.00069916,0.00073286,0.00077121,0.00081515,0.00086578,0.00092432,0.00099202,0.00107133,0.00116405,0.00127231,0.00139761,0.00154074,0.00169982,0.00187417,0.00206302,0.00226653,0.00248537,0.00272361,0.00298307,0.00326642,0.003574,0.003906,0.004253,0.004613,0.004983,0.005364,0.005767,0.006218,0.006731,0.007319,0.007986,0.008738,0.009574,0.010504,0.011539,0.012692,0.013978,0.015409,0.017003,0.018774,0.020746,0.022953,0.025453,0.028296,0.031525,0.035182,0.039774,0.044385,0.049664,0.055653,0.062379,0.06985,0.07804,0.0871,0.0971,0.10811,0.1202,0.13344,0.14788,0.16359,0.1806,0.19896,0.21869,0.23977,0.26221,0.28595,0.3614
0,0,0,2037,0.004744,0.00025491,0.00020267,0.00016683,0.00013884,0.00011593,0.00009883,0.00008687,0.00007982,0.00007763,0.00008031,0.00008852,0.00010277,0.00012415,0.00015314,0.0001889,0.00022856,0.00026985,0.0003114,0.00035203,0.00039021,0.00042409,0.0004524,0.00047496,0.00049297,0.00050788,0.00052201,0.00053638,0.00055166,0.00056794,0.00058567,0.0006052,0.00062719,0.00065231,0.00068112,0.0007141,0.00075163,0.00079464,0.00084418,0.00090143,0.0009676,0.00104514,0.00113584,0.00124182,0.00136455,0.00150479,0.00166059,0.00183125,0.002016,0.00221504,0.00242907,0.00266231,0.00291663,0.00319478,0.003497,0.003823,0.004165,0.00452,0.004884,0.005259,0.005655,0.006099,0.006606,0.007188,0.007849,0.008594,0.009424,0.010346,0.011373,0.012517,0.013793,0.015214,0.016797,0.018556,0.020514,0.022707,0.02519,0.028016,0.031228,0.034865,0.039451,0.044035,0.049281,0.055232,0.061915,0.06934,0.07749,0.0865,0.09644,0.1074,0.11943,0.1326,0.14698,0.16262,0.17957,0.19787,0.21753,0.23856,0.26094,0.28462,0.36027
0,0,0,2038,0.0047,0.00025324,0.00020066,0.000165,0.0001373,0.00011467,0.00009783,0.00008605,0.00007908,0.00007685,0.00007935,0.00008725,0.00010105,0.00012186,0.00015017,0.00018513,0.00022384,0.00026407,0.00030449,0.000344,0.00038114,0.00041406,0.0004415,0.00046329,0.00048062,0.0004949,0.00050849,0.00052237,0.00053721,0.00055305,0.00057032,0.00058937,0.00061083,0.00063537,0.00066354,0.00069581,0.00073256,0.00077465,0.00082312,0.00087911,0.00094377,0.00101959,0.00110831,0.00121207,0.00133228,0.00146968,0.00162226,0.00178932,0.00197006,0.00216472,0.00237405,0.00260239,0.00285167,0.00312471,0.003422,0.003743,0.00408,0.004429,0.004786,0.005155,0.005545,0.005982,0.006483,0.007058,0.007714,0.008453,0.009276,0.010191,0.011209,0.012345,0.013611,0.015022,0.016594,0.018341,0.020285,0.022463,0.02493,0.027739,0.030933,0.034551,0.039132,0.043688,0.048902,0.054815,0.061455,0.06883,0.07693,0.08589,0.09579,0.10668,0.11865,0.13177,0.14608,0.16166,0.17855,0.19678,0.21638,0.23735,0.25967,0.2833,0.35913
0,0,0,2039,0.004656,0.00025159,0.00019868,0.00016318,0.00013578,0.00011342,0.00009683,0.00008523,0.00007834,0.00007608,0.00007841,0.000086,0.00009936,0.00011962,0.00014726,0.00018143,0.00021922,0.0002584,0.00029772,0.00033615,0.00037227,0.00040426,0.00043087,0.00045191,0.00046857,0.00048226,0.00049532,0.00050873,0.00052314,0.00053855,0.00055538,0.00057395,0.0005949,0.00061888,0.00064642,0.000678,0.00071396,0.00075517,0.00080259,0.00085733,0.00092054,0.00099467,0.00108146,0.00118302,0.00130078,0.00143539,0.00158482,0.00174834,0.00192516,0.00211553,0.00232027,0.00254381,0.00278816,0.00305618,0.003348,0.003664,0.003996,0.004339,0.004691,0.005054,0.005437,0.005867,0.006362,0.006931,0.007581,0.008314,0.00913,0.010037,0.011048,0.012174,0.013431,0.014832,0.016393,0.018128,0.020059,0.022221,0.024673,0.027465,0.030641,0.034239,0.038815,0.043344,0.048525,0.0544,0.060998,0.06833,0.07638,0.08529,0.09513,0.10598,0.11789,0.13094,0.1452,0.16071,0.17753,0.1957,0.21524,0.23614,0.25841,0.28199,0.358
